,0,1,2,3,4,5,6,7,8,9,10
15,32950804,2022-09-19 14:36:53,SELL,0.06,XAUUSD,1662.92,1662.37,0.29,2.90,0.29 pips,
16,32950585,2022-09-19 14:36:52,SELL,0.06,XAUUSD,1662.30,1662.37,-0.08,-0.82,-0.08 pips,
17,32950538,2022-09-19 14:46:25,SELL,0.06,XAUUSD,1661.91,1661.55,0.18,1.76,0.18 pips,
18,32950258,2022-09-19 14:50:41,SELL,0.06,XAUUSD,1661.61,1661.34,0.12,1.22,0.12 pips,
19,32949447,2022-09-19 14:22:12,SELL,0.06,XAUUSD,1664.19,1663.44,0.41,4.10,0.41 pips,1 ... 5 6 7 8 9 ... 14
0,32606294,2022-09-08 15:07:42,BUY,0.08,XAUUSD,1726.39,1725.96,-0.40,-3.99,-0.40 pips,
1,32605704,2022-09-08 14:45:00,BUY,0.08,XAUUSD,1726.53,1727.09,0.39,3.93,0.39 pips,
2,32544565,2022-09-07 13:58:56,SELL,0.08,XAUUSD,1704.01,1702.85,0.87,8.73,0.87 pips,
3,32544537,2022-09-07 13:58:58,SELL,0.08,XAUUSD,1703.49,1702.71,0.57,5.69,0.57 pips,
4,32544452,2022-09-07 13:59:02,SELL,0.08,XAUUSD,1702.97,1702.78,0.10,0.98,0.10 pips,
5,32487276,2022-09-06 14:53:18,SELL,0.06,XAUUSD,1713.07,1712.25,0.45,4.51,0.45 pips,
6,32487250,2022-09-06 14:53:19,SELL,0.08,XAUUSD,1712.49,1712.23,0.15,1.53,0.15 pips,
7,32487140,2022-09-06 14:51:18,SELL,0.08,XAUUSD,1712.49,1712.22,0.16,1.61,0.16 pips,
8,32486848,2022-09-06 14:46:06,SELL,0.06,XAUUSD,1712.64,1712.05,0.31,3.13,0.31 pips,
9,32486170,2022-09-06 14:45:59,SELL,0.06,XAUUSD,1712.59,1712.03,0.30,2.95,0.30 pips,
10,32374334,2022-09-02 13:56:48,SELL,0.08,XAUUSD,1706.31,1705.61,0.51,5.05,0.51 pips,
11,32314723,2022-09-01 14:25:37,SELL,0.08,XAUUSD,1702.20,1701.84,0.23,2.34,0.23 pips,
12,32313026,2022-09-01 13:59:13,SELL,0.06,XAUUSD,1701.67,1701.48,0.07,0.73,0.07 pips,
13,32312965,2022-09-01 13:51:29,SELL,0.06,XAUUSD,1701.32,1700.39,0.52,5.17,0.52 pips,
14,32312842,2022-09-01 13:52:38,SELL,0.06,XAUUSD,1700.98,1700.32,0.36,3.55,0.36 pips,
15,32312464,2022-09-01 13:52:39,SELL,0.06,XAUUSD,1700.63,1700.32,0.15,1.45,0.15 pips,
16,32312322,2022-09-01 13:52:40,SELL,0.06,XAUUSD,1700.35,1700.32,-0.02,-0.23,-0.02 pips,
17,32311752,2022-09-01 13:35:03,SELL,0.06,XAUUSD,1700.72,1701.05,-0.24,-2.39,-0.24 pips,
18,32309266,2022-09-01 13:04:59,SELL,0.04,XAUUSD,1705.32,1704.57,0.27,2.73,0.27 pips,
19,32239495,2022-08-31 13:41:52,SELL,0.03,XAUUSD,1711.40,1711.16,0.05,0.51,0.05 pips,1 ... 7 8 9 10 11 ... 14
0,32173722,2022-08-30 13:40:18,SELL,0.04,XAUUSD,1734.77,1733.34,0.54,5.44,0.54 pips,
1,32172629,2022-08-30 13:40:19,SELL,0.04,XAUUSD,1734.31,1733.34,0.36,3.60,0.36 pips,
2,32172573,2022-08-30 13:40:20,SELL,0.04,XAUUSD,1733.75,1733.34,0.14,1.36,0.14 pips,
3,32172440,2022-08-30 13:40:20,SELL,0.04,XAUUSD,1733.36,1733.41,-0.05,-0.48,-0.05 pips,
4,32172210,2022-08-30 13:40:21,SELL,0.04,XAUUSD,1733.46,1733.36,0.01,0.12,0.01 pips,
5,32117321,2022-08-29 14:39:33,SELL,0.06,XAUUSD,1727.80,1726.94,0.48,4.75,0.48 pips,
6,32117189,2022-08-29 14:39:34,SELL,0.06,XAUUSD,1727.46,1727.11,0.17,1.69,0.17 pips,
7,31979988,2022-08-25 14:11:23,BUY,0.04,XAUUSD,1763.74,1764.21,0.16,1.60,0.16 pips,
8,31862458,2022-08-23 14:24:18,SELL,0.06,XAUUSD,1737.12,1736.25,0.48,4.80,0.48 pips,
9,31862320,2022-08-23 14:30:29,SELL,0.06,XAUUSD,1736.76,1736.71,-0.01,-0.12,-0.01 pips,
10,31800081,2022-08-22 13:58:57,SELL,0.03,XAUUSD,1735.76,1734.75,0.28,2.82,0.28 pips,
11,31799604,2022-08-22 13:56:36,SELL,0.01,XAUUSD,1735.76,1734.92,0.08,0.77,0.08 pips,
12,31741881,2022-08-19 14:03:45,SELL,0.06,XAUUSD,1751.78,1751.30,0.25,2.46,0.25 pips,
13,31741521,2022-08-19 14:07:16,SELL,0.06,XAUUSD,1751.35,1750.53,0.45,4.50,0.45 pips,
14,31740367,2022-08-19 14:07:25,SELL,0.06,XAUUSD,1750.88,1750.33,0.29,2.88,0.29 pips,
15,31739716,2022-08-19 14:07:30,SELL,0.04,XAUUSD,1750.42,1750.33,0.01,0.08,0.01 pips,
16,31739619,2022-08-19 14:07:33,SELL,0.04,XAUUSD,1750.30,1750.71,-0.19,-1.92,-0.19 pips,
17,31681138,2022-08-18 14:21:31,SELL,0.06,XAUUSD,1770.80,1769.73,0.60,6.00,0.60 pips,
18,31680812,2022-08-18 14:22:01,SELL,0.06,XAUUSD,1770.40,1770.29,0.02,0.24,0.02 pips,
19,31680692,2022-08-18 14:22:02,SELL,0.02,XAUUSD,1770.39,1770.26,0.01,0.12,0.01 pips,1 ... 8 9 10 11 12 13 14
0,31680606,2022-08-18 14:21:50,SELL,0.02,XAUUSD,1769.76,1769.61,0.02,0.16,0.02 pips,
1,31680333,2022-08-18 14:21:57,SELL,0.04,XAUUSD,1769.42,1769.81,-0.18,-1.84,-0.18 pips,
2,31680196,2022-08-18 14:22:03,SELL,0.02,XAUUSD,1769.15,1770.26,-0.24,-2.36,-0.24 pips,
3,31680184,2022-08-18 14:22:04,SELL,0.02,XAUUSD,1768.99,1770.21,-0.26,-2.58,-0.26 pips,
4,31680168,2022-08-18 14:22:05,SELL,0.02,XAUUSD,1768.68,1770.21,-0.32,-3.20,-0.32 pips,
5,31623833,2022-08-17 15:39:09,BUY,0.08,XAUUSD,1765.72,1770.32,3.62,36.23,3.62 pips,
6,31617532,2022-08-17 14:32:48,BUY,0.08,XAUUSD,1768.33,1769.57,0.94,9.35,0.94 pips,
7,31617166,2022-08-17 15:03:51,BUY,0.08,XAUUSD,1769.62,1770.17,0.38,3.83,0.38 pips,
8,31617099,2022-08-17 15:39:16,BUY,0.05,XAUUSD,1770.14,1770.35,0.07,0.70,0.07 pips,
9,31616666,2022-08-17 15:39:41,BUY,0.08,XAUUSD,1771.12,1771.22,0.02,0.23,0.02 pips,
10,31616215,2022-08-17 15:40:18,BUY,0.05,XAUUSD,1771.66,1770.46,-0.64,-6.35,-0.64 pips,
11,31615985,2022-08-17 15:40:18,BUY,0.08,XAUUSD,1772.21,1770.50,-1.43,-14.25,-1.43 pips,
