num,time,side,lot,sym,o,c,pip,size,pips
61670316,2021-03-02 06:00:03,BUY,0.0012,AUDNZD,1.06846,1.07033,0.01,0.11,0.01 pips
61670191,2021-03-01 20:30:03,BUY,0.003,AUDNZD,1.06843,1.06962,0.02,0.18,0.02 pips
61670127,2021-02-26 02:26:44,BUY,0.003,AUDNZD,1.06843,1.07134,0.06,0.51,0.06 pips
61670034,2021-03-01 21:45:02,BUY,0.0012,AUDNZD,1.0684,1.0699,0.01,0.09,0.01 pips
61669824,2021-02-26 02:26:44,BUY,0.003,AUDNZD,1.06842,1.07134,0.06,0.51,0.06 pips
61551977,2021-02-25 20:02:34,SELL,0.016,EURUSD,1.22411,1.22003,0.65,5.35,0.65 pips
61428939,2021-02-25 20:36:00,SELL,0.0012,AUDCAD,0.9989,0.99219,0.06,0.53,0.06 pips
61404317,2021-02-25 20:02:34,SELL,0.01,EURUSD,1.21873,1.22003,-0.13,-1.07,-0.13 pips
61290142,2021-03-01 11:15:18,BUY,0.0012,AUDNZD,1.06914,1.06749,-0.02,-0.16,-0.02 pips
61289855,2021-03-01 12:45:15,BUY,0.0012,AUDNZD,1.06914,1.06949,0,-0.01,0.00 pips
61289760,2021-03-01 19:30:04,BUY,0.0012,AUDNZD,1.06912,1.06946,0,-0.01,0.00 pips
61289718,2021-02-25 15:57:31,SELL,0.0012,NZDCAD,0.93254,0.92788,0.04,0.35,0.04 pips
61289663,2021-02-25 12:30:03,SELL,0.0012,NZDCAD,0.9326,0.92887,0.03,0.28,0.03 pips
61289577,2021-02-25 08:45:06,BUY,0.0012,AUDNZD,1.06914,1.0729,0.03,0.25,0.03 pips
61289514,2021-02-25 15:45:02,SELL,0.0012,NZDCAD,0.9325,0.92903,0.03,0.26,0.03 pips
61288995,2021-02-25 05:15:02,SELL,0.0012,NZDCAD,0.93255,0.9288,0.03,0.28,0.03 pips
61288987,2021-02-25 07:30:03,BUY,0.0012,AUDNZD,1.06913,1.07228,0.03,0.21,0.03 pips
61096258,2021-02-25 12:30:06,BUY,0.0012,AUDNZD,1.07154,1.07358,0.02,0.13,0.02 pips
61096210,2021-02-25 12:45:05,BUY,0.0012,AUDNZD,1.07158,1.07388,0.02,0.15,0.02 pips
61096138,2021-03-01 20:30:03,BUY,0.0012,AUDNZD,1.07152,1.06962,-0.02,-0.18,-0.02 pips
61096042,2021-02-26 02:26:44,BUY,0.0012,AUDNZD,1.07153,1.07134,-0.01,-0.04,-0.01 pips
61095941,2021-02-25 10:30:03,BUY,0.0012,AUDNZD,1.07152,1.07316,0.01,0.1,0.01 pips
61095660,2021-02-26 02:26:44,BUY,0.0012,AUDNZD,1.0715,1.07134,-0.01,-0.04,-0.01 pips
61091043,2021-02-26 02:26:44,SELL,0.0012,NZDCAD,0.92925,0.92463,0.04,0.34,0.04 pips
61065105,2021-03-02 07:54:02,SELL,0.0097,GBPUSD,1.41698,1.38791,2.78,23.26,2.78 pips
60756947,2021-04-23 19:35:22,BUY,0.0097,EURGBP,0.86259,0.87145,0.6,5.01,0.60 pips
60622216,2021-02-23 18:00:07,SELL,0.0012,AUDNZD,1.08247,1.07858,0.03,0.28,0.03 pips
60621730,2021-02-23 11:30:03,SELL,0.0012,AUDNZD,1.08247,1.08014,0.02,0.17,0.02 pips
60591408,2021-02-23 01:59:35,BUY,0.0025,USDJPY,104.949,104.999,0.01,0.1,0.01 pips
60572902,2021-02-23 15:15:04,SELL,0.0012,AUDNZD,1.08121,1.07864,0.02,0.18,0.02 pips
60547228,2021-02-24 17:09:32,SELL,0.016,EURUSD,1.21615,1.2121,0.65,5.35,0.65 pips
60514681,2021-02-24 00:05:17,SELL,0.0075,AUDCAD,0.99864,0.9962,0.14,1.14,0.14 pips
60492072,2021-02-24 06:41:26,SELL,0.0075,AUDCAD,0.99783,0.99541,0.14,1.13,0.14 pips
60491721,2021-02-25 19:45:03,SELL,0.003,AUDCAD,0.99782,0.99394,0.09,0.7,0.09 pips
60484072,2021-02-23 09:15:06,SELL,0.003,NZDCAD,0.92555,0.92067,0.11,0.94,0.11 pips
60483837,2021-02-23 03:30:03,SELL,0.0075,NZDCAD,0.92556,0.92329,0.13,1.08,0.13 pips
60453124,2021-02-23 07:30:06,SELL,0.003,NZDCAD,0.92479,0.92102,0.09,0.73,0.09 pips
60452948,2021-02-25 17:09:14,SELL,0.003,AUDCAD,0.9968,0.99508,0.03,0.28,0.03 pips
60452919,2021-02-24 03:02:00,SELL,0.0012,NZDCAD,0.92479,0.92196,0.03,0.21,0.03 pips
60452639,2021-02-23 07:15:03,SELL,0.003,NZDCAD,0.92478,0.92166,0.07,0.6,0.07 pips
60452626,2021-02-24 14:57:31,SELL,0.0075,AUDCAD,0.99681,0.99464,0.12,1.01,0.12 pips
60431721,2021-02-23 04:00:10,SELL,0.003,NZDCAD,0.92419,0.92235,0.04,0.35,0.04 pips
60431465,2021-02-24 03:03:24,SELL,0.0012,NZDCAD,0.92418,0.92128,0.03,0.22,0.03 pips
60426871,2021-02-23 04:45:07,SELL,0.003,NZDCAD,0.92368,0.92166,0.05,0.38,0.05 pips
60423323,2021-02-24 15:30:05,SELL,0.003,AUDCAD,0.9958,0.99461,0.03,0.21,0.03 pips
60423172,2021-02-25 19:37:39,SELL,0.003,AUDCAD,0.9958,0.99366,0.04,0.36,0.04 pips
60411948,2021-02-24 17:15:05,SELL,0.003,AUDCAD,0.99545,0.99438,0.02,0.19,0.02 pips
60411870,2021-02-25 19:50:04,SELL,0.0075,AUDCAD,0.99546,0.99339,0.11,0.87,0.11 pips
60411696,2021-02-25 19:37:54,SELL,0.0075,AUDCAD,0.99547,0.99363,0.09,0.76,0.09 pips
60403866,2021-02-25 19:55:42,SELL,0.0075,AUDCAD,0.99513,0.99324,0.1,0.78,0.10 pips
60378723,2021-02-25 19:54:31,SELL,0.003,AUDCAD,0.99482,0.99331,0.03,0.24,0.03 pips
60338441,2021-02-25 20:02:27,SELL,0.003,AUDCAD,0.99441,0.99284,0.03,0.25,0.03 pips
60338425,2021-02-25 20:00:02,SELL,0.003,AUDCAD,0.99441,0.9933,0.02,0.16,0.02 pips
60245022,2021-02-24 03:02:00,SELL,0.0012,NZDCAD,0.92286,0.92172,0.01,0.08,0.01 pips
60244991,2021-02-24 03:01:01,SELL,0.0012,NZDCAD,0.92286,0.92232,0,0.03,0.00 pips
60244946,2021-02-23 04:43:51,SELL,0.003,NZDCAD,0.92285,0.92152,0.03,0.25,0.03 pips
60229153,2021-02-23 09:15:07,SELL,0.0012,NZDCAD,0.92146,0.92067,0.01,0.06,0.01 pips
60229077,2021-02-23 09:15:04,SELL,0.003,NZDCAD,0.92146,0.92067,0.02,0.14,0.02 pips
60228956,2021-02-23 03:30:04,SELL,0.003,NZDCAD,0.92146,0.92329,-0.04,-0.37,-0.04 pips
60211803,2021-02-25 19:45:04,SELL,0.0012,AUDCAD,0.99358,0.99393,-0.01,-0.05,-0.01 pips
60211546,2021-02-24 00:05:17,SELL,0.003,AUDCAD,0.99365,0.9962,-0.06,-0.52,-0.06 pips
60142428,2021-02-24 06:41:26,SELL,0.003,AUDCAD,0.99302,0.99541,-0.06,-0.5,-0.06 pips
60141838,2021-02-23 07:30:07,SELL,0.0012,NZDCAD,0.92126,0.92102,0,0.01,0.00 pips
60137567,2021-02-25 17:09:14,SELL,0.0012,AUDCAD,0.9928,0.99508,-0.03,-0.21,-0.03 pips
60135214,2021-02-25 19:37:39,SELL,0.0012,AUDCAD,0.99259,0.99366,-0.01,-0.11,-0.01 pips
60116699,2021-02-24 15:30:05,SELL,0.0012,AUDCAD,0.99243,0.9946,-0.02,-0.18,-0.02 pips
60116362,2021-02-24 17:15:05,SELL,0.0012,AUDCAD,0.99246,0.99435,-0.02,-0.16,-0.02 pips
60115913,2021-02-24 14:57:31,SELL,0.003,AUDCAD,0.99248,0.99464,-0.06,-0.46,-0.06 pips
60096065,2021-02-25 19:50:04,SELL,0.003,AUDCAD,0.99187,0.99339,-0.04,-0.36,-0.04 pips
60095917,2021-02-23 07:15:03,SELL,0.0012,NZDCAD,0.92124,0.92166,-0.01,-0.04,-0.01 pips
60084471,2021-02-23 04:00:11,SELL,0.0012,NZDCAD,0.92053,0.9224,-0.02,-0.16,-0.02 pips
60084372,2021-02-25 19:55:42,SELL,0.003,AUDCAD,0.99168,0.99324,-0.05,-0.37,-0.05 pips
60084262,2021-02-23 04:45:07,SELL,0.0012,NZDCAD,0.92052,0.92166,-0.01,-0.1,-0.01 pips
60084076,2021-02-25 19:37:54,SELL,0.003,AUDCAD,0.99172,0.99363,-0.05,-0.44,-0.05 pips
60062111,2021-02-25 19:54:31,SELL,0.0012,AUDCAD,0.99153,0.99331,-0.02,-0.17,-0.02 pips
60061870,2021-02-25 20:02:27,SELL,0.0012,AUDCAD,0.99153,0.99284,-0.02,-0.13,-0.02 pips
60061437,2021-02-25 20:00:03,SELL,0.0012,AUDCAD,0.9916,0.9933,-0.02,-0.16,-0.02 pips
60037152,2021-02-23 04:43:51,SELL,0.0012,NZDCAD,0.91935,0.92152,-0.02,-0.18,-0.02 pips
60014346,2021-02-24 00:05:18,SELL,0.0012,AUDCAD,0.99101,0.9962,-0.05,-0.42,-0.05 pips
60013733,2021-03-02 07:53:55,SELL,0.0092,GBPUSD,1.40037,1.3878,1.12,9.35,1.12 pips
59999338,2021-02-24 06:41:26,SELL,0.0012,AUDCAD,0.99074,0.99541,-0.05,-0.38,-0.05 pips
59988716,2021-02-24 14:57:31,SELL,0.0012,AUDCAD,0.99005,0.99464,-0.05,-0.37,-0.05 pips
59954359,2021-02-25 19:50:04,SELL,0.0012,AUDCAD,0.98986,0.99339,-0.04,-0.3,-0.04 pips
59953998,2021-02-25 19:55:42,SELL,0.0012,AUDCAD,0.98985,0.99324,-0.04,-0.29,-0.04 pips
59953997,2021-02-23 09:15:04,SELL,0.0012,NZDCAD,0.91906,0.92067,-0.02,-0.13,-0.02 pips
59953370,2021-02-25 19:37:54,SELL,0.0012,AUDCAD,0.98977,0.99363,-0.04,-0.33,-0.04 pips
59953310,2021-02-23 03:30:05,SELL,0.0012,NZDCAD,0.91898,0.92327,-0.04,-0.34,-0.04 pips
59947820,2021-02-19 17:15:04,BUY,0.0025,USDJPY,105.56,105.611,0.01,0.1,0.01 pips
59941474,2021-02-24 17:09:32,SELL,0.01,EURUSD,1.21089,1.2121,-0.12,-0.99,-0.12 pips
59907679,2021-02-19 08:38:18,BUY,0.0025,USDJPY,105.569,105.619,0.01,0.1,0.01 pips
59748734,2021-02-18 16:04:52,BUY,0.0025,USDJPY,105.649,105.7,0.01,0.1,0.01 pips
59725635,2021-04-23 19:35:25,BUY,0.0092,EURGBP,0.86516,0.87145,0.22,1.8,0.22 pips
59705931,2021-02-18 14:07:58,BUY,0.0025,USDJPY,105.688,105.738,0.01,0.1,0.01 pips
59680212,2021-02-18 12:31:43,BUY,0.0025,USDJPY,105.715,105.765,0.01,0.1,0.01 pips
59601906,2021-02-18 05:06:26,BUY,0.0025,USDJPY,105.796,105.848,0.01,0.1,0.01 pips
59579346,2021-04-23 19:35:29,BUY,0.0091,EURGBP,0.86875,0.87145,-0.26,-2.2,-0.26 pips
59554236,2021-02-17 20:30:20,BUY,0.0025,USDJPY,105.83,105.88,0.01,0.1,0.01 pips
59540474,2021-02-18 10:58:53,BUY,0.016,EURUSD,1.20257,1.20675,0.62,5.18,0.62 pips
59486492,2021-02-18 17:45:01,SELL,0.0012,AUDNZD,1.07867,1.07605,0.02,0.18,0.02 pips
59394853,2021-02-18 10:58:53,BUY,0.01,EURUSD,1.20748,1.20675,-0.1,-0.83,-0.10 pips
59386904,2021-02-18 17:30:01,SELL,0.0012,AUDNZD,1.07826,1.0767,0.01,0.1,0.01 pips
59365740,2021-02-17 08:07:10,BUY,0.0025,USDJPY,105.861,105.911,0.01,0.1,0.01 pips
59127580,2021-02-16 13:41:50,BUY,0.0025,USDJPY,105.263,105.313,0.01,0.1,0.01 pips
59119991,2021-02-16 12:01:41,BUY,0.0025,USDJPY,105.305,105.355,0.01,0.1,0.01 pips
59117466,2021-03-02 07:53:48,SELL,0.0084,GBPUSD,1.39383,1.38789,0.45,3.76,0.45 pips
59094471,2021-02-16 10:58:18,BUY,0.01,EURUSD,1.21328,1.21529,0.2,1.65,0.20 pips
59083456,2021-04-23 19:35:33,BUY,0.0091,EURGBP,0.87152,0.87146,-0.62,-5.16,-0.62 pips
58952339,2021-02-16 08:45:01,SELL,0.0012,AUDNZD,1.07647,1.07404,0.02,0.17,0.02 pips
58926135,2021-03-02 07:53:42,SELL,0.0084,GBPUSD,1.38929,1.38781,0.07,0.62,0.07 pips
58816777,2021-02-15 10:15:03,SELL,0.0075,AUDNZD,1.07592,1.07416,0.1,0.79,0.10 pips
58713286,2021-03-02 07:53:36,SELL,0.0056,GBPUSD,1.3838,1.3878,-0.26,-2.16,-0.26 pips
58689222,2021-02-16 05:45:03,SELL,0.003,AUDNZD,1.07571,1.07453,0.02,0.2,0.02 pips
58689039,2021-02-15 06:45:06,SELL,0.0012,AUDNZD,1.07569,1.07475,0.01,0.07,0.01 pips
58667871,2021-02-16 06:00:02,SELL,0.0012,AUDNZD,1.0749,1.07432,0,0.04,0.00 pips
58664119,2021-03-02 07:53:27,SELL,0.0055,GBPUSD,1.38062,1.38772,-0.42,-3.54,-0.42 pips
58643087,2021-03-02 07:53:19,SELL,0.0055,GBPUSD,1.37829,1.38772,-0.55,-4.6,-0.55 pips
58606160,2021-02-16 10:30:01,SELL,0.003,AUDNZD,1.07386,1.07266,0.03,0.21,0.03 pips
58606057,2021-02-16 10:45:03,SELL,0.0188,AUDNZD,1.07386,1.07239,0.19,1.61,0.19 pips
58601736,2021-02-16 10:15:02,SELL,0.0012,AUDNZD,1.07361,1.07312,0,0.03,0.00 pips
58594647,2021-02-15 14:45:02,SELL,0.0012,AUDCAD,0.9856,0.98413,0.01,0.11,0.01 pips
58594555,2021-02-15 10:15:03,SELL,0.003,AUDNZD,1.07357,1.07416,-0.01,-0.11,-0.01 pips
58594553,2021-02-12 13:30:02,SELL,0.0012,AUDCAD,0.98562,0.9843,0.01,0.1,0.01 pips
58549783,2021-02-12 10:29:12,BUY,0.0055,USDCAD,1.27096,1.27386,0.12,1.03,0.12 pips
58542261,2021-02-16 10:30:02,SELL,0.0012,AUDNZD,1.07284,1.07272,0,0,0.00 pips
58536420,2021-02-11 23:43:18,BUY,0.0055,USDCAD,1.26923,1.26997,0.03,0.26,0.03 pips
58515640,2021-02-12 00:45:02,SELL,0.0012,AUDNZD,1.07262,1.0725,0,0.01,0.00 pips
58386730,2021-02-11 23:43:12,BUY,0.0053,USDCAD,1.27061,1.27018,-0.02,-0.19,-0.02 pips
58360436,2021-02-11 20:24:53,BUY,0.0053,USDCAD,1.26849,1.26903,0.02,0.14,0.02 pips
58356091,2021-02-11 20:24:54,BUY,0.0053,USDCAD,1.27017,1.26904,-0.05,-0.43,-0.05 pips
58339989,2021-02-11 00:05:03,SELL,0.003,AUDNZD,1.07213,1.07067,0.03,0.25,0.03 pips
58337495,2021-02-10 17:44:54,BUY,0.0053,USDCAD,1.26823,1.27047,0.09,0.77,0.09 pips
58324479,2021-02-16 05:45:03,SELL,0.0012,AUDNZD,1.072,1.07453,-0.02,-0.19,-0.02 pips
58296755,2021-02-10 17:44:54,BUY,0.0052,USDCAD,1.27042,1.27051,0,0.03,0.00 pips
58290890,2021-02-16 10:45:04,SELL,0.0075,AUDNZD,1.07116,1.0724,-0.07,-0.61,-0.07 pips
58278843,2021-02-15 10:15:03,SELL,0.0012,AUDNZD,1.07092,1.07416,-0.03,-0.24,-0.03 pips
58278694,2021-02-16 10:30:01,SELL,0.0012,AUDNZD,1.07093,1.07271,-0.02,-0.14,-0.02 pips
58259594,2021-02-12 15:38:52,SELL,0.0256,EURUSD,1.21424,1.2086,1.44,11.92,1.44 pips
58252871,2021-02-10 11:37:14,BUY,0.0025,USDJPY,104.481,104.532,0.01,0.1,0.01 pips
58232765,2021-02-10 10:12:08,BUY,0.0025,USDJPY,104.523,104.574,0.01,0.1,0.01 pips
58224820,2021-02-11 00:05:03,SELL,0.0012,AUDNZD,1.07004,1.07067,-0.01,-0.05,-0.01 pips
58187989,2021-02-16 10:45:05,SELL,0.003,AUDNZD,1.06926,1.0724,-0.07,-0.58,-0.07 pips
58123770,2021-02-09 18:03:30,BUY,0.0025,USDJPY,104.546,104.596,0.01,0.1,0.01 pips
58107680,2021-02-10 12:27:49,BUY,0.0052,EURAUD,1.56771,1.56905,0.05,0.4,0.05 pips
58100056,2021-02-09 20:45:07,SELL,0.003,AUDCAD,0.98411,0.98183,0.05,0.44,0.05 pips
58099892,2021-02-10 11:15:08,SELL,0.003,AUDCAD,0.98414,0.98207,0.05,0.39,0.05 pips
58063149,2021-02-16 10:45:05,SELL,0.0012,AUDNZD,1.06739,1.0724,-0.04,-0.37,-0.04 pips
58052285,2021-02-09 12:24:47,BUY,0.0025,USDJPY,104.596,104.65,0.01,0.11,0.01 pips
58050674,2021-02-09 11:47:11,BUY,0.0025,USDJPY,104.631,104.602,-0.01,-0.06,-0.01 pips
58026533,2021-02-12 15:38:52,SELL,0.016,EURUSD,1.20903,1.2086,0.07,0.55,0.07 pips
57882867,2021-02-10 00:45:02,SELL,0.0012,AUDCAD,0.98295,0.98254,0,0.02,0.00 pips
57877701,2021-02-10 11:45:03,SELL,0.003,AUDCAD,0.98238,0.98135,0.02,0.18,0.02 pips
57877578,2021-02-10 11:42:26,SELL,0.003,AUDCAD,0.98238,0.98122,0.02,0.2,0.02 pips
57857003,2021-02-09 20:45:08,SELL,0.0012,AUDCAD,0.98071,0.98182,-0.01,-0.09,-0.01 pips
57856916,2021-02-10 11:15:09,SELL,0.0012,AUDCAD,0.98071,0.98207,-0.01,-0.12,-0.01 pips
57770851,2021-02-12 15:38:52,SELL,0.01,EURUSD,1.20397,1.2086,-0.46,-3.85,-0.46 pips
57735116,2021-02-10 11:45:05,SELL,0.0012,AUDCAD,0.97961,0.98135,-0.02,-0.14,-0.02 pips
57735008,2021-02-10 11:42:26,SELL,0.0012,AUDCAD,0.97962,0.98122,-0.02,-0.13,-0.02 pips
57734876,2021-02-08 12:45:02,SELL,0.0012,AUDCAD,0.97959,0.97823,0.01,0.11,0.01 pips
57511643,2021-04-23 19:35:37,BUY,0.0055,EURGBP,0.87471,0.87146,-0.67,-5.55,-0.67 pips
57462861,2021-02-05 15:35:37,BUY,0.0012,NZDCAD,0.91569,0.91766,0.02,0.15,0.02 pips
57431233,2021-02-09 10:57:21,SELL,0.0052,USDJPY,105.494,104.776,0.34,2.82,0.34 pips
57431189,2021-04-23 19:35:41,BUY,0.0055,EURGBP,0.87513,0.87146,-0.7,-5.84,-0.70 pips
57431136,2021-04-23 19:35:44,BUY,0.0055,EURGBP,0.87513,0.87145,-0.7,-5.85,-0.70 pips
57431080,2021-02-09 10:57:17,SELL,0.0052,USDJPY,105.495,104.775,0.34,2.83,0.34 pips
57431035,2021-04-23 19:35:48,BUY,0.0053,EURGBP,0.87512,0.87145,-0.68,-5.63,-0.68 pips
57430991,2021-04-23 19:35:52,BUY,0.0053,EURGBP,0.87512,0.87142,-0.68,-5.65,-0.68 pips
57367185,2021-02-09 11:37:59,SELL,0.015,USDJPY,105.331,104.651,0.93,7.69,0.93 pips
56931254,2021-02-03 17:15:01,BUY,0.0012,AUDNZD,1.05476,1.05833,0.03,0.26,0.03 pips
56931171,2021-02-03 18:30:01,BUY,0.0012,AUDNZD,1.05477,1.05867,0.03,0.28,0.03 pips
56925762,2021-02-05 05:15:03,BUY,0.003,AUDNZD,1.05579,1.06279,0.14,1.21,0.14 pips
56904601,2021-02-03 12:00:01,BUY,0.0012,AUDNZD,1.05743,1.05857,0.01,0.08,0.01 pips
56897680,2021-02-04 20:00:03,BUY,0.003,AUDNZD,1.05827,1.06183,0.07,0.61,0.07 pips
56846188,2021-02-03 03:24:28,BUY,0.016,EURUSD,1.20204,1.20477,0.42,3.54,0.42 pips
56641737,2021-02-03 03:24:33,BUY,0.01,EURUSD,1.20699,1.2048,-0.22,-1.87,-0.22 pips
56379754,2021-02-09 11:38:06,SELL,0.015,USDJPY,104.93,104.652,0.28,2.36,0.28 pips
56270053,2021-02-02 02:45:05,BUY,0.0075,AUDNZD,1.06276,1.06655,0.2,1.66,0.20 pips
56252563,2021-02-01 21:15:05,BUY,0.0012,AUDNZD,1.06281,1.06608,0.03,0.23,0.03 pips
56250425,2021-02-02 05:00:05,BUY,0.003,AUDNZD,1.06313,1.06724,0.09,0.72,0.09 pips
56250198,2021-02-01 21:00:04,BUY,0.0012,AUDNZD,1.06313,1.06569,0.02,0.18,0.02 pips
56249746,2021-02-01 14:45:01,BUY,0.003,AUDNZD,1.06313,1.06414,0.02,0.18,0.02 pips
56233109,2021-02-01 02:22:11,DEPOSIT,0,0,,,,,
56233107,2021-02-01 02:22:11,DEPOSIT,0,0.02,,,,,
56141394,2021-02-02 02:30:04,BUY,0.0075,AUDNZD,1.06362,1.06608,0.13,1.05,0.13 pips
56141329,2021-02-02 05:00:03,BUY,0.003,AUDNZD,1.06362,1.06729,0.08,0.63,0.08 pips
56141254,2021-02-01 20:30:01,BUY,0.0012,AUDNZD,1.06363,1.06544,0.02,0.13,0.02 pips
56125081,2021-02-05 05:15:04,BUY,0.0012,AUDNZD,1.06403,1.06279,-0.01,-0.12,-0.01 pips
56125056,2021-02-01 21:15:02,BUY,0.0469,AUDNZD,1.06403,1.06604,0.65,5.44,0.65 pips
56113087,2021-02-01 20:00:05,BUY,0.0012,AUDNZD,1.06414,1.06478,0.01,0.04,0.01 pips
56112252,2021-02-02 02:44:03,BUY,0.0188,AUDNZD,1.06414,1.06664,0.32,2.66,0.32 pips
56108548,2021-02-02 02:45:03,BUY,0.003,AUDNZD,1.06426,1.06655,0.05,0.39,0.05 pips
56105013,2021-02-02 02:52:28,BUY,0.0188,AUDNZD,1.06486,1.06693,0.26,2.18,0.26 pips
56076679,2021-02-01 14:45:02,BUY,0.0012,AUDNZD,1.06514,1.06414,-0.01,-0.08,-0.01 pips
56005896,2021-02-02 02:45:06,BUY,0.003,AUDNZD,1.06616,1.06655,0.01,0.05,0.01 pips
55987877,2021-02-02 02:30:05,BUY,0.003,AUDNZD,1.06642,1.06609,-0.01,-0.08,-0.01 pips
55983510,2021-02-01 10:50:03,SELL,0.016,EURUSD,1.21433,1.21038,0.63,5.23,0.63 pips
55917885,2021-02-02 02:44:03,BUY,0.0075,AUDNZD,1.06712,1.06664,-0.03,-0.26,-0.03 pips
55916996,2021-02-04 20:00:04,BUY,0.0012,AUDNZD,1.06707,1.06184,-0.05,-0.4,-0.05 pips
55916267,2021-02-01 21:15:03,BUY,0.0188,AUDNZD,1.06713,1.06605,-0.15,-1.27,-0.15 pips
55909688,2021-02-02 02:52:28,BUY,0.0075,AUDNZD,1.06752,1.06693,-0.04,-0.31,-0.04 pips
55784130,2021-02-09 11:37:48,SELL,0.0075,USDJPY,104.484,104.649,-0.18,-1.49,-0.18 pips
55565674,2021-01-28 16:44:59,BUY,0.0075,AUDNZD,1.06771,1.06987,0.12,0.96,0.12 pips
55503367,2021-01-28 16:45:27,BUY,0.003,AUDNZD,1.06779,1.06992,0.05,0.38,0.05 pips
55486857,2021-01-28 16:45:29,BUY,0.003,AUDNZD,1.06824,1.06986,0.03,0.29,0.03 pips
55475593,2021-02-01 10:50:03,SELL,0.01,EURUSD,1.20929,1.21038,-0.11,-0.89,-0.11 pips
55157962,2021-02-09 11:37:53,SELL,0.005,USDJPY,104.052,104.649,-0.34,-2.83,-0.34 pips
54858646,2021-01-27 01:45:03,BUY,0.003,AUDNZD,1.06852,1.07114,0.06,0.46,0.06 pips
54858638,2021-01-27 15:13:54,SELL,0.0075,NZDCAD,0.92029,0.91755,0.16,1.3,0.16 pips
54829620,2021-01-27 16:45:03,SELL,0.0012,NZDCAD,0.91928,0.91644,0.03,0.22,0.03 pips
54829324,2021-01-27 22:45:01,SELL,0.0012,NZDCAD,0.91928,0.91636,0.03,0.22,0.03 pips
54781294,2021-02-02 05:00:05,BUY,0.0012,AUDNZD,1.06894,1.06724,-0.02,-0.15,-0.02 pips
54778804,2021-01-27 16:43:20,SELL,0.003,NZDCAD,0.91791,0.91629,0.04,0.3,0.04 pips
54778630,2021-01-27 15:14:20,SELL,0.0012,NZDCAD,0.91792,0.91749,0,0.03,0.00 pips
54776309,2021-01-27 01:36:45,BUY,0.0188,AUDNZD,1.06923,1.07113,0.25,2.06,0.25 pips
54775201,2021-01-27 15:30:01,SELL,0.0012,NZDCAD,0.91754,0.91681,0.01,0.05,0.01 pips
54747226,2021-02-02 05:00:04,BUY,0.0012,AUDNZD,1.06968,1.06726,-0.02,-0.2,-0.02 pips
54731787,2021-02-01 21:15:03,BUY,0.0075,AUDNZD,1.07018,1.06605,-0.24,-1.98,-0.24 pips
54731644,2021-01-26 10:48:26,BUY,0.01,EURUSD,1.21141,1.21342,0.2,1.66,0.20 pips
54675444,2021-02-02 02:45:04,BUY,0.0012,AUDNZD,1.07078,1.06655,-0.04,-0.33,-0.04 pips
54626350,2021-02-02 02:52:28,BUY,0.003,AUDNZD,1.0709,1.06693,-0.09,-0.78,-0.09 pips
54522056,2021-02-02 02:45:06,BUY,0.0012,AUDNZD,1.07124,1.06655,-0.04,-0.37,-0.04 pips
54522045,2021-01-28 16:44:59,BUY,0.003,AUDNZD,1.07122,1.06987,-0.03,-0.29,-0.03 pips
54521890,2021-01-27 16:43:22,SELL,0.0012,NZDCAD,0.91692,0.91628,0,0.04,0.00 pips
54520267,2021-02-02 02:44:03,BUY,0.003,AUDNZD,1.07148,1.06664,-0.11,-0.94,-0.11 pips
54517528,2021-02-02 02:30:05,BUY,0.0012,AUDNZD,1.07186,1.06609,-0.05,-0.44,-0.05 pips
54517444,2021-01-27 01:36:45,BUY,0.0075,AUDNZD,1.07187,1.07113,-0.05,-0.38,-0.05 pips
54458226,2021-01-28 15:29:55,SELL,0.003,NZDCAD,0.91584,0.9145,0.02,0.21,0.02 pips
54417315,2021-01-27 15:13:54,SELL,0.003,NZDCAD,0.9156,0.91755,-0.05,-0.4,-0.05 pips
54408873,2021-01-28 16:45:28,BUY,0.0012,AUDNZD,1.07295,1.0699,-0.03,-0.24,-0.03 pips
54408771,2021-02-01 21:15:04,BUY,0.003,AUDNZD,1.07295,1.06605,-0.16,-1.3,-0.16 pips
54399970,2021-01-28 16:45:30,BUY,0.0012,AUDNZD,1.07334,1.06987,-0.03,-0.27,-0.03 pips
54397737,2021-01-27 01:45:04,BUY,0.0012,AUDNZD,1.07346,1.07112,-0.02,-0.17,-0.02 pips
54346434,2021-01-27 16:43:20,SELL,0.0012,NZDCAD,0.91401,0.91629,-0.02,-0.19,-0.02 pips
54214281,2021-02-02 02:52:28,BUY,0.0012,AUDNZD,1.07512,1.06693,-0.07,-0.62,-0.07 pips
54157393,2021-01-22 10:37:26,BUY,0.01,EURUSD,1.21574,1.21779,0.2,1.68,0.20 pips
54131927,2021-02-09 11:37:41,SELL,0.0025,USDJPY,103.616,104.645,-0.28,-2.31,-0.28 pips
54096257,2021-01-28 16:44:59,BUY,0.0012,AUDNZD,1.0752,1.06987,-0.05,-0.4,-0.05 pips
54096172,2021-02-02 02:44:03,BUY,0.0012,AUDNZD,1.07519,1.06664,-0.08,-0.64,-0.08 pips
54092732,2021-01-27 01:36:45,BUY,0.003,AUDNZD,1.07532,1.07113,-0.09,-0.78,-0.09 pips
54084286,2021-01-28 15:29:55,SELL,0.0012,NZDCAD,0.91307,0.9145,-0.02,-0.14,-0.02 pips
54084205,2021-01-22 16:11:57,SELL,0.0012,NZDCAD,0.91308,0.91018,0.03,0.23,0.03 pips
